query,predicted_labels
"Đã mấy tháng nay tôi không thấy có kinh nguyệt. Cơ thể hay bị bốc hỏa, khô hạn vùng kín đau rát khi quan hệ, dạo này tôi cũng hay bị đau đầu và giảm hẳn ham muốn.","nhiễm nấm candida (nhiễm trùng nấm men), viêm họng xung huyết, lang ben, ung thư buồng trứng, chắp mắt"
"Bà nhà tôi dạo này trí nhớ suy giảm hẳn, vừa nói xong đã quên ngay, không nhớ nổi tên đồ vật quen thuộc. Bà hay bị lạc đường, đi ra ngõ là mất phương hướng không biết lối về.","lang ben, hay quên, hội chứng rett, mất ngủ mãn tính, chắp mắt"
"Tự nhiên khắp người tôi nổi đầy các mảng sẩn đỏ, gồ lên khỏi mặt da như vết muỗi đốt. Các nốt sẩn này ngứa ngáy điên cuồng, càng gãi nó càng lan rộng ra khắp tay chân bụng.","u mềm treo, hội chứng urê huyết tán huyết, gai đen, ghẻ, bỏng"
"Đột nhiên tôi bị đau thắt lồng ngực trái dữ dội, cảm giác như có tảng đá đè nặng. Cơn đau xuyên ra sau lưng, lan dọc xuống cánh tay trái, vã mồ hôi hột và rất khó thở.","bệnh mạch vành, u mềm treo, hội chứng vành cấp, hội chứng urê huyết tán huyết, bệnh tim bẩm sinh"
"Tay tôi dạo này cứ để yên là bị run lẩy bẩy không kiểm soát được. Đi lại chậm chạp, bước chân ngắn lê lết, lưng hơi còng xuống và các khớp có cảm giác bị cứng đờ.","u mềm treo, hội chứng urê huyết tán huyết, lang ben, chắp mắt, ung thư biểu mô tiểu thùy tại chỗ"
"Dạo này trên mặt, mép và cả vùng ngực, bụng của tôi tự nhiên mọc rất nhiều lông. Lông rậm rạp, đen và cứng cáp một cách bất thường so với nữ giới.","u mềm treo, bỏng, chắp mắt, viêm gan tự miễn, chán ăn thần kinh (biếng ăn tâm lý)"
"Tôi đang mang thai ở tháng cuối, tự nhiên thấy dưới vùng kín có nước chảy rỉ rỉ ra quần lót từng ít một. Nước này trong suốt, không phải nước tiểu vì nó không có mùi khai.","lang ben, rối loạn tiểu tiện, thận bột, viêm tai, gai đen"
"Bé nhà tôi dạo này da và tròng mắt bị vàng ệch, bụng và hai chân hơi sưng phù. Bé đi tiểu ra nước màu sẫm nhưng phân lại nhạt màu trắng bợt, bé lười bú và rất hay nôn trớ.","nấm da (hắc lào), hội chứng urê huyết tán huyết, hội chứng tiền kinh nguyệt, hẹp hậu môn ở trẻ em, viêm cầu thận"
"Thỉnh thoảng tôi bị lên những cơn hoảng loạn, lo sợ tột độ vô cớ. Tim đập thình thịch muốn rớt ra ngoài, lồng ngực tức nghẹn khó thở, chóng mặt và vã mồ hôi bủn rủn tay chân.","u mềm treo, hội chứng urê huyết tán huyết, suy thận, block nhánh phải, block nhánh trái"
"Tôi dạo này hay bị đầy bụng, ậm ạch khó tiêu. Thỉnh thoảng có những cơn nhói ngực nhẹ, hoa mắt chóng mặt và bị tê rần ở các đầu ngón tay ngón chân.","u mềm treo, hội chứng urê huyết tán huyết, phình động mạch, thiếu máu, rối loạn lipid máu"
"Bàn tay và hai bàn chân tôi hay bị tê rần, châm chích ngứa ran như kiến bò. Dạo này tôi thấy cơ tay yếu đi, cầm nắm đồ vật không chặt dễ bị rớt, bước đi cũng khó khăn.","thiếu máu, hội chứng goodpasture, tê bì chân tay, u mềm treo, hội chứng urê huyết tán huyết"
"Tôi bị sốt cao gai rét liên tục, nhức mỏi cơ và đau đầu. Ở vùng bẹn có nổi một vết loét nhỏ đóng vảy đen không đau, xung quanh chỗ đó nổi cục hạch sưng to.","đậu mùa khỉ, viêm mũi họng, xơ vữa động mạch ngoại biên, chèn ép khoang dưới mỏm cùng vai, vỡ túi ngực"
"Răng của con tôi bề mặt bị xỉn màu, ố vàng, men răng rất bở và mủn ra. Răng cứ bị mòn, mẻ rụng cụt dần xuống tận chân nướu và cháu hay kêu ê buốt khi ăn đồ lạnh.","u mềm treo, sâu răng, chắp mắt, thiếu máu, trụy tim"
"Tôi đi khám thai thì bác sĩ bảo bụng tôi nhỏ hơn so với tuần tuổi của thai, thai nhi dạo này cũng ít đạp hơn hẳn. Siêu âm thấy báo là lượng nước ối cạn đi rất nhiều.","nấm da (hắc lào), chắp mắt, ung thư biểu mô tiểu thùy tại chỗ"
"Cổ vai gáy tôi dạo này rất nhức mỏi, nặng trĩu. Cứ ngoái đầu sang hai bên hay ra sau là thấy vướng và đau nhói. Thỉnh thoảng sáng ngủ dậy bị vẹo cổ cứng đơ khó cử động.","chèn ép khoang dưới mỏm cùng vai, viêm mũi, vỡ túi ngực, xơ vữa động mạch ngoại biên, áp xe má"
"Bé nhà tôi 3 tuổi mà gọi tên không quay lại, không bao giờ nhìn thẳng vào mắt người khác. Bé chỉ thích chơi lủi thủi một mình, hay đi nhón gót và có hành động quay tròn người liên tục.","tự kỷ ở trẻ em, lang ben, hội chứng sudeck (loạn dưỡng giao cảm phản xạ), chắp mắt, ung thư biểu mô tiểu thùy tại chỗ"
"Ở vùng cổ và nách tôi tự nhiên nổi lên mấy cục hạch sưng to nhưng ấn vào không đau. Dạo này tôi rất hay bị mệt mỏi, sốt nhẹ về chiều, đổ mồ hôi trộm và ho khan.","bệnh lao phổi, viêm phổi, viêm amidan hốc mủ, nhiễm trùng hậu sản, nang nước thừng tinh ở trẻ em"
"Tôi bị nổi hạch sưng to ở cổ và bẹn. Gần đây trên da tôi xuất hiện nhiều vết loét khó lành, người luôn trong trạng thái mệt mỏi, sốt lai rai và gầy sút đi nhiều.","đậu mùa khỉ, phình động mạch ngoại biên, basedow, mụn rộp (herpes) sinh dục, áp xe gan do amip"
"(Khối u thanh quản) Cổ họng tôi luôn có cảm giác vướng víu khó nuốt, khàn tiếng. Thỉnh thoảng tôi thấy nhức mỏi vùng cổ và sờ tay vào phía trước cổ thấy có cục sưng cứng gồ lên.","bạch hầu thanh quản, u mềm treo, chèn ép khoang dưới mỏm cùng vai, viêm tuyến giáp, ung thư tuyến nước bọt"
"Dạo này tôi ăn uống rất khó khăn, nuốt thức ăn cứ hay bị nghẹn ứ ở giữa ngực. Thỉnh thoảng ăn xong lại bị nôn trớ ngược thức ăn ra ngoài và có cảm giác tức nặng ở ngực.","bệnh mạch vành, viêm xoang, suy thận, ung thư thực quản, đau dạ dày"
"Tôi rất dễ bị hụt hơi và khó thở khi vận động hay làm việc nặng. Tim hay đập đánh trống ngực lộn xộn, mệt mỏi và hai bàn chân dạo này bị sưng phù nề.","hội chứng goodpasture, polyp dây thanh quản, hội chứng tiền kinh nguyệt, u mềm treo, basedow"
"Thỉnh thoảng tôi bị những cơn huyết áp tăng vọt lên rất cao, vã mồ hôi ướt đẫm, tim đập thình thịch. Kèm theo đó là nhức đầu dữ dội, buồn nôn và cảm giác hồi hộp lo sợ.","nhiễm trùng não, cao huyết áp ở trẻ em, nhiễm trùng tai, trụy tim, xoắn tinh hoàn"
"Vùng đầu gối của tôi bị sưng to lên thành cục, ấn vào thấy rất đau nhói. Cơn đau xương cứ tăng dần lên theo thời gian làm tôi đi lại vô cùng khó khăn.","nang tuyến bartholin (viêm tuyến bartholin), hồng cầu lưỡi liềm, viêm khớp nhiễm khuẩn, áp xe má, chèn ép khoang dưới mỏm cùng vai"
"Tôi hay bị nghẹt cứng một bên mũi, chảy nước mũi đặc, có hôm tự nhiên chảy máu cam ồ ạt rất khó cầm. Tai bên đó cũng hay bị ù đặc nghe kém và tôi thường xuyên nhức đầu.","u xơ vòm mũi họng, nấm da (hắc lào), thiếu máu, viêm xương tai chũm, thương hàn"
"Ở cẳng chân tôi luôn có cơn đau nhức xương âm ỉ, đặc biệt đau nhiều về đêm. Gần đây tôi sờ thấy có chỗ gồ lên cứng ngắc ở xương, chân yếu hẳn đi và đi lại rất đau đớn.","nấm da (hắc lào), nang tuyến bartholin (viêm tuyến bartholin), viêm khớp vảy nến, chèn ép khoang dưới mỏm cùng vai, vỡ túi ngực"
"Trên lưng tôi có một nốt ruồi đen tự nhiên lớn nhanh bất thường, viền nham nhở không đều màu. Dạo này nó sần sùi lên, hay bị ngứa và đôi khi cọ xát thì rỉ ra chút máu.","lang ben, ung thư da, viêm xoang, ung thư hắc tố da, chắp mắt"
"Dạo này tôi bị sụt cân rất nhanh, ăn uống không ngon miệng. Vùng dưới sườn bên phải thỉnh thoảng đau nhức căng tức, bụng trướng to và da có vẻ bị vàng đi.","suy thận, hội chứng zollinger-ellison, chèn ép khoang dưới mỏm cùng vai, vỡ túi ngực, áp xe má"
"Tôi hay bị đau âm ỉ ở vùng trên rốn, ăn nhanh no và hay buồn nôn. Dạo này tôi gầy sút đi nhiều và đi ngoài thấy phân đen sì như bã cà phê.","basedow, bỏng, giãn ống dẫn sữa, hội chứng antiphospholipid, gist dạ dày"
"Tôi bị ho dai dẳng mấy tháng nay không khỏi, gần đây khạc đờm có lẫn máu tươi. Ngực hay bị tức, thở hụt hơi và người sút cân trông thấy rõ rệt.","viêm phế quản, lao phổi, tràn mủ màng phổi, bệnh lao phổi, phình động mạch chủ ngực"
"Dạo này tôi đi đại tiện rất bất thường, lúc táo lúc lỏng, khuôn phân nhỏ dẹt. Thỉnh thoảng đi ngoài có lẫn máu và bụng hay đau quặn từng cơn mót rặn.","lỵ amip cấp, viêm xương tai chũm, viêm mũi, huyết khối (cục máu đông), huyết khối tĩnh mạch sâu"
Tôi sờ thấy một cục cứng ở ngực không đau nhưng dính chặt không di chuyển. Vùng da quanh đó bị sần sùi lồi lõm và núm vú thỉnh thoảng rỉ ra chút dịch có máu.,"rò mao mạch, phế cầu khuẩn, nang nước thừng tinh ở trẻ em, lang ben, u mềm treo"
"Tôi bị chảy máu vùng kín lắt nhắt dù không phải ngày hành kinh, nhất là sau khi quan hệ. Dịch tiết ra nhiều, có mùi rất hôi và hay đau âm ỉ vùng bụng dưới.","chlamydia, lichen xơ hóa, nhiễm khuẩn h.p, ung thư da, hội chứng behcet"
"Cổ tôi nổi một cục u cứng, nuốt nước bọt hay thức ăn đều thấy vướng nghẹn. Giọng tôi dạo này khàn đặc đi và thỉnh thoảng thấy khó thở, sờ quanh cổ thấy nổi hạch.","viêm xoang, ung thư thực quản, nấm da (hắc lào), viêm xương tai chũm, chắp mắt"
"Tôi đi tiểu rất khó khăn, tia nước yếu và tiểu lắt nhắt nhiều lần về đêm. Có lúc đi tiểu thấy lẫn chút máu, kèm theo đau nhức ê ẩm vùng thắt lưng và xương chậu.","nấm da (hắc lào), hội chứng kháng thể kháng phospholipid, chèn ép khoang dưới mỏm cùng vai, vỡ túi ngực, áp xe má"
"Tôi hay bị nghẹt cứng mũi và chảy máu cam ở một bên. Tai bên đó cũng hay bị ù đặc nghe kém, nhức đầu liên tục và sờ dưới góc hàm thấy có cục hạch sưng to.","u xơ vòm mũi họng, hội chứng urê huyết tán huyết, vỡ túi ngực, viêm xương tai chũm, thương hàn"
"Bụng tôi dạo này hay bị chướng to, đầy hơi, ăn một chút là đã thấy no ứ. Tôi đi tiểu rất nhiều lần, kinh nguyệt rối loạn và thỉnh thoảng đau tức vùng chậu.","gist dạ dày, lão thị, sỏi tụy, viêm đầu ti, gai đen"
"Vùng kín của tôi rất ngứa ngáy, ra nhiều khí hư màu trắng đục như bã đậu và có mùi chua. Mỗi lần đi tiểu hoặc quan hệ vợ chồng đều thấy đau rát vô cùng.","nhiễm nấm candida (nhiễm trùng nấm men), gai đen, giãn ống dẫn sữa, vảy nến, viêm đầu ti"
"Dạo này tôi ra rất nhiều dịch nhầy màu vàng xanh ở vùng kín. Thỉnh thoảng bị ra máu lắt nhắt giữa chu kỳ, đi tiểu buốt và hay đau tức vùng bụng dưới.","hẹp hậu môn ở trẻ em, suy thận, tắc tuyến lệ ở trẻ em, viêm xương tai chũm, viêm mũi"
"Tôi ra khí hư ồ ạt ướt cả quần lót, có mùi hôi tanh khó chịu. Vùng bụng dưới hay bị đau râm ran và tôi thường bị chảy máu nhẹ rỉ ra sau khi quan hệ tình dục.","nhiễm nấm candida (nhiễm trùng nấm men), nhiễm khuẩn h.p, mục cóc, sưng bao quy đầu, đau đầu migraine"
"Tôi bị đau quặn thắt vùng chậu, sốt gai rét và ớn lạnh. Khí hư ra rất nhiều, mùi hôi khó chịu và kỳ kinh nguyệt tháng này bị rối loạn loạn xị ngầu.","viêm bể thận, nhiễm nấm candida (nhiễm trùng nấm men), sưng bao quy đầu, đau đầu migraine, áp xe"
"Con tôi tự nhiên sốt rất cao, kêu nhức đầu dữ dội muốn vỡ tung và nôn vọt ra ngoài. Cổ cháu cứng đơ không cúi xuống được, rất sợ ánh sáng chói và có lúc co giật nhẹ.","nhiễm trùng não, viêm màng não mủ, phế cầu khuẩn, nhiễm trùng tai, bệnh quai bị"
"Cháu nhà tôi sốt cao liên miên, lơ mơ gọi không đáp ứng, thi thoảng co giật chân tay. Cổ cháu cứng lại, mắt đờ đẫn lú lẫn và dường như bị yếu liệt một bên người.","u mềm treo, hội chứng urê huyết tán huyết, viêm não nhật bản, hạ canxi máu, cúm a h1n1"
"Sáng ngủ dậy các khớp ngón tay, cổ tay của tôi cứng đơ, sưng đau nhức nhối, xoa bóp cả tiếng mới cử động được. Các khớp sưng to hơn bình thường và có vẻ biến dạng cong vẹo.","vỡ túi ngực, u mềm treo, viêm mũi, hội chứng urê huyết tán huyết, chèn ép khoang dưới mỏm cùng vai"
"Hai đầu gối của tôi rất đau nhức mỗi khi đi bộ hay leo bậc thang. Khi co duỗi nghe tiếng lục cục lạo xạo trong khớp, sáng dậy khớp hơi cứng và đi đứng khập khiễng.","nang tuyến bartholin (viêm tuyến bartholin), chèn ép khoang dưới mỏm cùng vai, vỡ túi ngực, áp xe má, xơ vữa động mạch ngoại biên"
"Tôi bị đau nhức dữ dội ở vùng thắt lưng, cơn đau lan dọc xuống tận mông và gót chân. Chân tôi dạo này hay bị tê bì, yếu đi, mỗi khi ho hắt hơi hay rặn là buốt thấu xương.","ho gà, u xơ thần kinh, thiếu máu, nấm da (hắc lào), chèn ép khoang dưới mỏm cùng vai"
"Tôi hay bị đau nhức âm ỉ sâu trong xương, nhất là ở vùng lưng hông. Dạo này tôi thấy chiều cao mình giảm đi, lưng hơi còng và trượt ngã va đập nhẹ cũng dễ gãy xương.","hẹp ống sống, hội chứng sau bại liệt, chèn ép khoang dưới mỏm cùng vai, vỡ túi ngực, áp xe má"
"Bà nhà tôi bị ngã trượt chân, giờ đùi sưng to bầm tím và đau chói không chịu nổi. Cụ không thể nhấc chân lên được, nhìn một bên chân có vẻ ngắn hơn và bàn chân lật ra ngoài.","hội chứng urê huyết tán huyết, đứt dây chằng, bong gân, hội chứng sốc nhiễm độc, nấm da (hắc lào)"
"Lúc đầu tôi chỉ thấy đau râm ran quanh rốn, sau đó cơn đau chuyển hẳn xuống góc bụng dưới bên phải. Đau quặn không chịu nổi, ấn vào nảy người, kèm buồn nôn và hâm hấp sốt.","lỵ amip cấp, thận ứ nước, hội chứng ruột kích thích, nhiễm khuẩn h.p, thoát vị bẹn người lớn"
"Dạo này đi đại tiện tôi hay thấy máu đỏ tươi nhỏ giọt bám trên phân. Có một cục thịt mềm lồi ra khỏi hậu môn, rát nhẹ, đi xong phải lấy tay đẩy nó mới thụt vào trong.","u mềm treo, căng cơ quá mức, nhiễm nấm candida (nhiễm trùng nấm men), u mỡ, hội chứng stevens-johnson"
"Ngay rìa hậu môn của tôi nổi lên một cục sưng tấy, sờ vào rất cộm và đau. Nó ngứa ngáy vướng víu, lúc ngồi gập hay đi vệ sinh đều rát buốt xót không chịu nổi.","viêm đầu ti, viêm môi, nhiễm nấm candida (nhiễm trùng nấm men), áp xe rò luân nhĩ, trĩ nội"
"Ở vùng da sát hậu môn của tôi có một lỗ nhỏ, thỉnh thoảng lại sưng tấy đau nhức rồi xì ra dịch mủ vàng hôi rình. Tình trạng này cứ tái đi tái lại nhiều lần mãi không dứt.","vỡ túi ngực, áp xe rò luân nhĩ, hói đầu, chắp mắt, sưng bao quy đầu"
"Mỗi lần rặn đi vệ sinh là hậu môn tôi đau nhói xé rách như bị dao cứa, cơn đau kéo dài cả tiếng đồng hồ sau đó. Trên giấy vệ sinh tôi hay thấy có dính vài giọt máu tươi.","vỡ tử cung, áp xe má, chèn ép khoang dưới mỏm cùng vai, nhau bong non, u mềm treo"
"Tôi hay bị đau xót ruột, cồn cào ở vùng trên rốn, nhất là lúc bụng đói hoặc vừa ăn no xong. Bụng hay đầy trướng, ợ hơi ợ chua liên tục và thỉnh thoảng buồn nôn.","viêm xung huyết hang vị dạ dày, hội chứng zollinger-ellison, đau dạ dày, hội chứng sudeck (loạn dưỡng giao cảm phản xạ), viêm họng"
"Tự nhiên tôi bị nôn thốc ộc ra một đống máu tươi lẫn cục máu đông. Đi ngoài thì phân đen sì mùi khắm, người xây xẩm hoa mắt, vã mồ hôi lạnh toát và lả đi.","đau đầu migraine, trụy tim, thiếu máu, rối loạn lipid máu, sốt ve mò"
"Bụng tôi dạo này trướng to căng bóng, ăn uống không tiêu. Da dẻ và tròng mắt bị vàng ệch đi, hai chân sưng phù nề và trên ngực nổi những mạch máu đỏ hình nhện.","bỏng, u mềm treo, hội chứng tiền kinh nguyệt, hội chứng urê huyết tán huyết, nấm da (hắc lào)"
"Người nhà tôi tự nhiên bị vàng da vàng mắt rất đậm, nôn mửa liên tục. Dạo này hay bị chảy máu cam, ý thức lơ mơ lú lẫn lúc tỉnh lúc mê, mệt lả và hơi thở có mùi hôi.","viêm gan c, hội chứng evans, thiếu máu tán huyết, viêm gan d, viêm quanh răng"
"Cứ sau khi ăn đồ dầu mỡ là tôi bị đau thắt quặn từng cơn ở vùng dưới sườn phải, đau xuyên ra sau lưng bả vai. Kèm theo đó là sốt ớn lạnh, buồn nôn và da hơi vàng.","hội chứng vành cấp, sỏi túi mật, thận móng ngựa, tiểu ra máu, babesia (nhiễm trùng do babesia)"
"Tôi bị đau nhức dữ dội ở vùng hạ sườn phải, ấn vào đau điếng không hít thở sâu được. Người sốt cao gai rét, buồn nôn và nôn ra toàn dịch đắng ngắt.","viêm bể thận, xoắn tinh hoàn, viêm mũi họng, chèn ép khoang dưới mỏm cùng vai, vỡ túi ngực"
"Sau bữa nhậu, tôi bị đau quặn thắt vùng trên rốn dữ dội như dao đâm, xuyên thẳng ra sau lưng. Tôi nôn ói liên tục nhưng nôn xong bụng vẫn căng chướng và không hề đỡ đau.","hội chứng sudeck (loạn dưỡng giao cảm phản xạ), sỏi tụy, xoắn tinh hoàn, lỵ amip cấp, bệnh mạch vành"
"Tôi hay bị những cơn đau bụng âm ỉ vùng thượng vị kéo dài, sút cân rất nhiều. Đi đại tiện phân bóng váng mỡ, ăn uống lúc nào cũng đầy ậm ạch khó tiêu.","lao màng bụng, viêm tụy hoại tử, viêm đường ruột, basedow, polyp dạ dày"
"Sáng ngủ dậy mặt và hai mí mắt tôi hay sưng húp, hai chân cũng bị phù nề. Đi tiểu thấy nước tiểu đục sủi nhiều bọt, huyết áp đo lúc nào cũng cao, người xanh xao mệt mỏi.","nấm da (hắc lào), bỏng, u mềm treo, polyp dây thanh quản, phù kết mạc"
"Tự nhiên 2 ngày nay tôi không đi tiểu được giọt nào, người phù nề sưng múp tích nước. Tôi rất khó thở, buồn nôn trào ngược, tim đập loạn xạ và đầu óc cứ đờ đẫn.","viêm cầu thận, hội chứng goodpasture, nấm da (hắc lào), bỏng, tăng canxi máu"
"Người tôi lúc nào cũng mệt mỏi, da xanh xạm đi và hay ngứa râm ran. Tôi đi tiểu đêm nhiều, chán ăn, sáng dậy là buồn nôn, hai cẳng chân sưng phù và đêm hay bị chuột rút bắp chân.","viêm cầu thận, hội chứng goodpasture, hội chứng urê huyết tán huyết, tiêu chảy nhiễm trùng, nấm da (hắc lào)"
"Tôi bị một cơn đau thắt quặn dữ dội từ hông lưng lan dọc xuống tận vùng bẹn và đùi. Đi tiểu rắt gắt buốt, nước tiểu lợn cợn thỉnh thoảng có máu và rất hay buồn nôn.","hội chứng vành cấp, xoắn tinh hoàn, thận ứ nước, phế cầu khuẩn, viêm ống dẫn trứng"
"Đang đi tiểu thì tia nước tự nhiên tắt phụt nghẽn lại, phải nghiêng người mới tiểu tiếp được. Đi tiểu rát buốt đau nhói ở cuối bãi, bụng dưới hay tức nặng và đôi khi tiểu ra máu.","hội chứng kháng thể kháng phospholipid, hội chứng dressler, nhiễm nấm candida (nhiễm trùng nấm men), áp xe má, chèn ép khoang dưới mỏm cùng vai"
"Tôi đi tiểu lắt nhắt cả ngày, buồn tiểu gấp nhưng mỗi lần ra được một tí. Đi tiểu rất xót và buốt, nước tiểu đục ngầu, hôi nồng và bụng dưới hay bị đau âm ỉ.","rối loạn tiểu tiện, tăng sinh lành tính tuyến tiền liệt, viêm bể thận, cơn đau bão thận, viêm cân gan chân"
"Lỗ tiểu của tôi bị sưng tấy đỏ, ngứa ngáy châm chích bên trong. Đi tiểu rất buốt rát dọc đường tiểu, buổi sáng ngủ dậy hay bị chảy giọt mủ đục nhầy ở lỗ sáo.","nhiễm nấm candida (nhiễm trùng nấm men), rôm sảy, viêm đầu ti, viêm môi, sưng bao quy đầu"
"Dạo này tôi đi tiểu rất khó khăn, đứng mãi mới rặn ra được, tia nước yếu ớt rớt xuống ngón chân. Đêm phải dậy đi tiểu 4-5 lần, vừa đi xong lại có cảm giác ứ đọng chưa hết bãi.","nấm da (hắc lào), hẹp hậu môn ở trẻ em, hội chứng kháng thể kháng phospholipid, chắp mắt, ho gà"
"Tôi bị đau nhức âm ỉ ở vùng kẽ giữa bìu và hậu môn, đau mỏi lan lên thắt lưng. Đi tiểu lắt nhắt buốt rát, thỉnh thoảng hâm hấp sốt và khi xuất tinh thì thấy rất nhức xót.","hẹp ống sống, chèn ép khoang dưới mỏm cùng vai, nhiễm nấm candida (nhiễm trùng nấm men), vảy nến, vỡ túi ngực"
"Tôi lúc nào cũng thấy mệt mỏi lờ đờ, cực kỳ sợ lạnh dù người khác thấy bình thường. Bị táo bón nặng kéo dài, da khô tróc vảy, rụng tóc nhiều và cân nặng cứ tăng vù vù.","nấm da (hắc lào), viêm tuyến giáp, vô kinh, suy giáp, thiếu máu"
"Tôi lúc nào cũng khát khô cổ họng, uống nước ừng ực liên tục ngày chục lít không đã khát. Đi tiểu liên tục không kiểm soát, nước tiểu trong vắt như nước lọc, người mệt lả vì mất ngủ.","lang ben, thận bột, viêm mũi, hẹp hậu môn ở trẻ em, hội chứng sudeck (loạn dưỡng giao cảm phản xạ)"
"Dạo này tôi tăng cân lạ lắm, mặt sưng tròn xoe đỏ ửng, mỡ tích thành ụ ở cổ gáy và bụng nhưng tay chân lại teo nhỏ. Bụng xuất hiện những vết rạn nứt da màu tím sẫm to tướng.","u mềm treo, hội chứng urê huyết tán huyết, bỏng, suy giáp, hội chứng sheehan"
"Người tôi rã rời không nhấc nổi tay chân, huyết áp đo toàn bị tụt chóng mặt. Da dẻ sạm đen lại đặc biệt ở các nếp gấp và niêm mạc miệng, chán ăn nhưng lại thèm ăn đồ mặn vô cùng.","u mềm treo, hội chứng urê huyết tán huyết, bỏng, ung thư thận, lang ben"
"Tự nhiên tôi bị nôn thốc nôn tháo, đau bụng quặn thắt, người bủn rủn vã mồ hôi lạnh toát. Huyết áp tụt dốc lảo đảo, đầu óc lơ mơ lú lẫn và mệt lả muốn xỉu đi.","trụy tim, thận iga, băng huyết sau sinh, lồng ruột, block nhánh trái"
"Tôi tăng cân vượt quá mức kiểm soát, mỡ tập trung từng ngấn dày ở bụng và đùi. Cứ vận động hay đi lại hơi nhanh là thở hổn hển hụt hơi, đêm ngủ ngáy rống lên và cơ thể ịch ạch nặng nề.","viêm mũi, bệnh cơ tim giãn, bệnh mạch vành, phì đại cuốn mũi, nang nước thừng tinh ở trẻ em"
"Mí mắt tôi hay bị sụp hẳn xuống cản trở tầm nhìn, nhất là về chiều. Làm việc một lúc là tay chân rã rời yếu xìu không nhấc lên nổi, nhai cơm cũng mỏi hàm rụng rời, nhưng nằm nghỉ một lúc thì lại hồi phục sức cơ.","u mềm treo, hội chứng urê huyết tán huyết, lang ben, sụp mí mắt, chắp mắt"
"Tôi bị đau tức ngực dai dẳng, ho khan nhiều. Đặc biệt mỗi khi hít thở sâu hay ho thì lồng ngực lại đau nhói lên, cảm giác rất khó thở.","bệnh lao phổi, block nhánh phải, block nhĩ thất, hen suyển, áp xe má"
"Đang bình thường tự nhiên ngực tôi nhói lên dữ dội như dao đâm. Tôi bị khó thở cấp tính, phải thở hổn hển nông và nhanh, vã cả mồ hôi hột.","sưng bao quy đầu, xoắn tinh hoàn, tinh hoàn ẩn, u mềm treo, viêm amidan hốc mủ"
"Mỗi lần tôi hít thở sâu hay ho là lồng ngực lại đau nhói rát bứt rứt. Dạo này tôi hay bị ho khan, sốt nhẹ về chiều và thở rất nông vì sợ đau.","bệnh lao phổi, viêm phổi, nhiễm nấm candida (nhiễm trùng nấm men), viêm đường hô hấp dưới, nhiễm trùng tai"
"Tôi làm nghề thợ mỏ nhiều năm, dạo này hay ho khạc ra đờm có màu đen kịt. Đi lại làm việc một tí là thở hụt hơi, tức ngực và người gầy sút đi.","bệnh lao phổi, túi thừa thực quản, tràn mủ màng phổi, viêm phế quản, phình động mạch chủ ngực"
"Vợ tôi bảo đêm ngủ tôi ngáy rất to rồi tự nhiên nín thở một lúc lâu mới khụt khịt thở lại. Ban ngày tôi lúc nào cũng buồn ngủ gà gật, sáng dậy hay bị đau đầu.","viêm mũi, phì đại cuốn mũi, chấn thương sọ não, viêm đầu ti, viêm va"
"Người nhà tôi đột nhiên khó thở dữ dội, ngực rút lõm lồng ngực. Môi và các đầu ngón tay tím tái hết cả lại, vã mồ hôi lạnh và ý thức lơ mơ lú lẫn.","trụy tim, viêm phổi, u mềm treo, tụt huyết áp, hạ canxi máu"
"Sau đợt viêm tai giữa, giờ vùng xương nhô ra ở ngay sau tai tôi bị sưng tấy đỏ và đau nhức dữ dội. Trong lỗ tai chảy mủ hôi và tôi nghe kém hẳn đi.","gãy xương, nhiễm nấm candida (nhiễm trùng nấm men), sưng bao quy đầu, vỡ túi ngực, thoát vị bẹn người lớn"
"Tôi bị sổ mũi đặc màu xanh vàng có mùi rất hôi, mũi nghẹt cứng. Hai bên gò má và vùng trán nhức buốt kinh khủng mỗi khi cúi đầu xuống.","viêm tai, gai đen, chắp mắt, chèn ép khoang dưới mỏm cùng vai, sưng bao quy đầu"
"Mũi tôi lúc nào cũng nghẹt cứng, thở rất khó khăn phải há miệng để thở. Tôi gần như không ngửi thấy mùi gì nữa và đêm ngủ hay phát ra tiếng ngáy to.","lang ben, ngưng thở khi ngủ, phì đại cuốn mũi, viêm đầu ti, viêm mũi"
"Tôi bị viêm họng mấy hôm nay, giờ giọng bị khàn đặc, thều thào nói không ra hơi. Cổ họng lúc nào cũng khô rát, ho khan và nuốt nước bọt thấy vướng.","viêm đầu ti, nhiễm nấm candida (nhiễm trùng nấm men), bệnh lao phổi, tràn mủ màng phổi, lang ben"
"Do đặc thù nghề giáo viên phải nói nhiều, dạo này giọng tôi hay bị khàn đặc kéo dài. Cứ nói một lúc là hụt hơi, mệt mỏi rát cổ và âm thanh phát ra không trong trẻo.","polyp dây thanh quản, lang ben, nhau bong non, chắp mắt, phù não"
"Mắt tôi tự nhiên đỏ ngầu, đau nhức và cộm như có hạt cát bên trong chà xát. Tôi không dám mở mắt ra nhìn ánh sáng, nước mắt cứ chảy ròng ròng và nhìn mọi vật rất mờ.","chắp mắt, nấm da (hắc lào), chèn ép khoang dưới mỏm cùng vai, vỡ túi ngực, gãy xương"
